site_id,study_id,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance,log_visit_rate,log_vr_small,log_vr_large
B2CAS 2,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0313333333333,-65.5494722222222,Citrus limon,conventional,15.0,16.0,630.0,2015,focal observations,-3.011732614900432,-3.6731310971457973,-3.6125064753293623
CA2CAS 3,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0330833333333,-65.5395277777777,Citrus limon,conventional,9.0,4.0,675.0,2015,focal observations,-3.949763333410993,-4.212127597878484,-4.90527477843843
CA1CAS 5,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0444166666666,-65.5486111111111,Citrus limon,conventional,1.0,0.0,345.0,2015,focal observations,-5.84354441703136,-5.150397236471415,-5.84354441703136
B4MON 1,Natacha_Chacoff_Citrus_limon_Argentina_2015,-26.9878611111111,-65.4366388888889,Citrus limon,conventional,5.0,16.0,480.0,2015,focal observations,-3.1292636661785136,-4.382026634673881,-3.3405727598457204
CA4MON 2,Natacha_Chacoff_Citrus_limon_Argentina_2015,-26.9953333333333,-65.4282777777777,Citrus limon,conventional,4.0,5.0,480.0,2015,focal observations,-3.9765615265657175,-4.564348191467836,-4.382026634673881
B1CAS 1,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0282777777777,-65.5672222222222,Citrus limon,conventional,33.0,19.0,525.0,2015,focal observations,-2.3121545440101965,-2.7370377379754625,-3.2676659890376327
CE1CAS 6,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0455833333333,-65.5529722222222,Citrus limon,conventional,0.0,1.0,375.0,2015,focal observations,-5.926926025970411,-5.926926025970411,-5.233778845410465
CE2CAS 4,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0363333333333,-65.5426388888888,Citrus limon,conventional,2.0,5.0,600.0,2015,focal observations,-4.451019506160833,-5.298317366548036,-4.605170185988091
B3CAS 7,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0475,-65.5195555555555,Citrus limon,conventional,1.0,1.0,435.0,2015,focal observations,-5.382198850528739,-5.382198850528739,-5.382198850528739
CA3CAS 8,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.05975,-65.5043333333333,Citrus limon,conventional,2.0,0.0,405.0,2015,focal observations,-5.310739886546594,-4.90527477843843,-6.003887067106539
Ballat,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.727846,5.73069,Malus domestica,organic,20.0,4.0,540.0,2019,sweep net,-3.1135153092103742,-3.247046701834897,-4.68213122712422
Bianca 18O,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.926274,4.945741,Malus domestica,organic,23.0,4.0,540.0,2019,sweep net,-2.995732273553991,-3.1135153092103742,-4.68213122712422
Bianca 20C,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.876635,4.904523,Malus domestica,IPM,6.0,26.0,540.0,2019,sweep net,-2.8258332367585934,-4.345658990503007,-2.995732273553991
Bianca 21C,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.853677,5.25143,Malus domestica,IPM,0.0,8.0,540.0,2019,sweep net,-4.212127597878484,-6.29156913955832,-4.0943445622221
Bianca 21O,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.92741,5.024766,Malus domestica,organic,4.0,10.0,540.0,2019,sweep net,-3.6525118099430616,-4.68213122712422,-3.8936738667599493
Gasi_malus_2019,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.687773,4.819197,Malus domestica,organic,232.0,58.0,540.0,2019,sweep net,-0.6216882165778003,-0.8405306859926195,-2.2140316956526007
Laduron,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.733162,5.786554,Malus domestica,organic,177.0,16.0,540.0,2019,sweep net,-1.0288789506534346,-1.109785589266235,-3.4583557955021043
Pommeraie_2019,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.558067,4.708504,Malus domestica,organic,84.0,27.0,540.0,2019,sweep net,-1.582038938245986,-1.8489178830680035,-2.959364629383116
Vergers de Barry,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.58112,3.5445,Malus domestica,organic,16.0,3.0,540.0,2019,sweep net,-3.3471301603918797,-3.4583557955021043,-4.90527477843843
Vergers de Brunehaut,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.506134,3.382844,Malus domestica,IPM,55.0,125.0,540.0,2019,sweep net,-1.0986122886681098,-2.2662174488231708,-1.455287232606842
Vergers de la Vallee,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.59265,4.9507,Malus domestica,IPM,214.0,84.0,540.0,2019,sweep net,-0.5944756530529157,-0.9209311114306573,-1.8489178830680035
Bois de la Borde,Nicolas_J_Vereecken_Malus_domestica_France_2019,47.557031,0.553025,Malus domestica,organic,14.0,32.0,540.0,2019,sweep net,-2.462927743069225,-3.58351893845611,-2.7950615780918397
Dampleux,Nicolas_J_Vereecken_Malus_domestica_France_2019,49.245781,3.150376,Malus domestica,IPM,47.0,75.0,540.0,2019,sweep net,-1.4875480948250634,-2.4203681286504293,-1.960835799271989
Ferme de Canon,Nicolas_J_Vereecken_Malus_domestica_France_2019,49.0803,-0.09375,Malus domestica,organic,71.0,52.0,540.0,2019,sweep net,-1.4793847841859027,-2.0149030205422647,-2.321277226006198
Fontenay,Nicolas_J_Vereecken_Malus_domestica_France_2019,49.10034,-0.353761,Malus domestica,IPM,66.0,38.0,540.0,2019,sweep net,-1.6471782404169475,-2.086876520167354,-2.6280074934286737
Innenheim,Nicolas_J_Vereecken_Malus_domestica_France_2019,48.502409,7.557589,Malus domestica,IPM,61.0,38.0,540.0,2019,sweep net,-1.6964492894237302,-2.1644347545132283,-2.6280074934286737
Jeunes de la Motte,Nicolas_J_Vereecken_Malus_domestica_France_2019,47.518982,0.468389,Malus domestica,IPM,14.0,49.0,540.0,2019,sweep net,-2.1484344131667874,-3.58351893845611,-2.379546134130174
Le Plessis,Nicolas_J_Vereecken_Malus_domestica_France_2019,49.183461,3.059649,Malus domestica,organic,32.0,35.0,540.0,2019,sweep net,-2.086876520167354,-2.7950615780918397,-2.70805020110221
Maillebois,Nicolas_J_Vereecken_Malus_domestica_France_2019,46.115485,5.913749,Malus domestica,organic,128.0,39.0,540.0,2019,sweep net,-1.173575327141565,-1.4317567351966478,-2.6026896854443837
SCA de la Plesse,Nicolas_J_Vereecken_Malus_domestica_France_2019,47.524699,-0.5062,Malus domestica,IPM,18.0,89.0,540.0,2019,sweep net,-1.6187403050964138,-3.3471301603918797,-1.791759469228055
SCA de Vauleard,Nicolas_J_Vereecken_Malus_domestica_France_2019,47.564191,-0.627172,Malus domestica,IPM,19.0,64.0,540.0,2019,sweep net,-1.8727285317617222,-3.295836866004329,-2.117181869662683
Tilly,Nicolas_J_Vereecken_Malus_domestica_France_2019,46.107229,5.92304,Malus domestica,IPM,68.0,51.0,540.0,2019,sweep net,-1.5124456464467906,-2.0574626349610607,-2.340325420976893
Traenheim,Nicolas_J_Vereecken_Malus_domestica_France_2019,48.590605,7.477028,Malus domestica,organic,32.0,25.0,540.0,2019,sweep net,-2.2485178717237697,-2.7950615780918397,-3.033472601536838
Vergers Ohey,Nicolas_J_Vereecken_Malus_domestica_France_2019,50.443185,5.121998,Malus domestica,organic,54.0,36.0,540.0,2019,sweep net,-1.791759469228055,-2.2842359543258492,-2.6806512269140956
Fredandberries,Nicolas_J_Vereecken_Vaccinium_corymbosum_Belgium_2017,50.308921,5.883556,Vaccinium corymbosum,organic,1.0,11.0,180.0,2017,sweep net,-2.70805020110221,-4.499809670330265,-2.70805020110221
Myrtille de Chardeneux,Nicolas_J_Vereecken_Vaccinium_corymbosum_Belgium_2017,50.368968,5.361766,Vaccinium corymbosum,conventional,1.0,30.0,180.0,2017,sweep net,-1.7589696464050641,-4.499809670330265,-1.7589696464050641
P'tits Fruits d'Ici,Nicolas_J_Vereecken_Vaccinium_corymbosum_Belgium_2017,50.57221,3.966101,Vaccinium corymbosum,organic,11.0,71.0,360.0,2017,sweep net,-1.4793847841859027,-3.4011973816621555,-1.6094379124341003
Flemalle,Nicolas_J_Vereecken_Brassica_napus_Belgium_2019,50.66625,4.643972,Brassica napus,conventional,25.0,125.0,540.0,2019,sweep net,-1.2809338454620642,-3.033472601536838,-1.455287232606842
Freres_Delvaux,Nicolas_J_Vereecken_Brassica_napus_Belgium_2019,50.398343,4.7215,Brassica napus,conventional,22.0,7.0,540.0,2019,sweep net,-2.924273309571846,-3.1560749236291703,-4.212127597878484
Pirmez,Nicolas_J_Vereecken_Brassica_napus_Belgium_2019,50.342707,4.731325,Brassica napus,organic,44.0,31.0,540.0,2019,sweep net,-1.9740810260220096,-2.4849066497880004,-2.8258332367585934
Schiepers,Nicolas_J_Vereecken_Brassica_napus_Belgium_2019,50.553917,5.207083,Brassica napus,organic,17.0,47.0,540.0,2019,sweep net,-2.132686056198648,-3.4011973816621555,-2.4203681286504293
Coin_des_Champs,Nicolas_J_Vereecken_Fragaria_x_ananassa_Belgium_2019,50.641649,4.577286,Fragaria x ananassa,organic,42.0,29.0,540.0,2019,sweep net,-2.0288892625170045,-2.5303690238647576,-2.890371757896165
Ferme_du_Chateau,Nicolas_J_Vereecken_Fragaria_x_ananassa_Belgium_2019,50.48925,4.933753,Fragaria x ananassa,conventional,25.0,2.0,540.0,2019,sweep net,-2.995732273553991,-3.033472601536838,-5.19295685089021
Fruits_du_Verger,Nicolas_J_Vereecken_Fragaria_x_ananassa_Belgium_2019,50.528752,4.760494,Fragaria x ananassa,conventional,0.0,152.0,540.0,2019,sweep net,-1.2676886187120435,-6.29156913955832,-1.2611312181658847
Val-Notre-Dame,Nicolas_J_Vereecken_Fragaria_x_ananassa_Belgium_2019,50.548723,5.21781,Fragaria x ananassa,organic,18.0,21.0,540.0,2019,sweep net,-2.6280074934286737,-3.3471301603918797,-3.200526686200004
Gasi_pyrus_2019,Nicolas_J_Vereecken_Pyrus_communis_Belgium_2019,50.685186,4.814659,Pyrus communis,organic,74.0,11.0,540.0,2019,sweep net,-1.8489178830680035,-1.9740810260220096,-3.8066624897703196
Pommeraie_pyrus_2019,Nicolas_J_Vereecken_Pyrus_communis_Belgium_2019,50.557463,4.70593,Pyrus communis,organic,33.0,20.0,540.0,2019,sweep net,-2.321277226006198,-2.765208614942159,-3.247046701834897
AB,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.3265,-58.08404444,Vaccinium corymbosum,conventional,0.0,6.0,150.0,2016,focal observations,-3.2188758248682006,-5.0106352940962555,-3.0647251450409425
AR,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.4065083,-58.12713056,Vaccinium corymbosum,conventional,0.0,1.0,150.0,2016,focal observations,-5.0106352940962555,-5.0106352940962555,-4.31748811353631
BB,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.4587111,-58.14964167,Vaccinium corymbosum,conventional,1.0,0.0,150.0,2016,focal observations,-5.0106352940962555,-4.31748811353631,-5.0106352940962555
BBR4,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.2238583,-58.04071389,Vaccinium corymbosum,conventional,0.0,3.0,150.0,2016,focal observations,-3.912023005428146,-5.0106352940962555,-3.624340932976365
BBR5,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.2207528,-58.05311944,Vaccinium corymbosum,conventional,0.0,7.0,150.0,2016,focal observations,-3.0647251450409425,-5.0106352940962555,-2.9311937524164198
BSA,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.1934417,-58.04826111,Vaccinium corymbosum,conventional,2.0,0.0,150.0,2016,focal observations,-4.31748811353631,-3.912023005428146,-5.0106352940962555
BSF,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.1856028,-58.04411944,Vaccinium corymbosum,conventional,1.0,6.0,150.0,2016,focal observations,-3.0647251450409425,-4.31748811353631,-3.0647251450409425
PSE,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.372975,-58.12293889,Vaccinium corymbosum,conventional,0.0,9.0,150.0,2016,focal observations,-2.8134107167600364,-5.0106352940962555,-2.70805020110221
PSO,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.3703806,-58.12677222,Vaccinium corymbosum,conventional,0.0,7.0,150.0,2016,focal observations,-3.0647251450409425,-5.0106352940962555,-2.9311937524164198
QT,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.2615194,-58.08898333,Vaccinium corymbosum,conventional,0.0,2.0,150.0,2016,focal observations,-4.31748811353631,-5.0106352940962555,-3.912023005428146
bar,Rachael_Winfree_Cucumis_melo_USA_2004,40.171578,-75.403945,Cucumis melo,,14.0,7.0,30.0,2004,transects,-0.35667494393873245,-0.6931471805599453,-1.3217558399823195
del,Rachael_Winfree_Cucumis_melo_USA_2004,40.296256,-75.150598,Cucumis melo,,9.0,1.0,30.0,2004,transects,-1.0986122886681098,-1.0986122886681098,-2.70805020110221
ker,Rachael_Winfree_Cucumis_melo_USA_2004,40.341596,-74.767972,Cucumis melo,,0.0,3.0,30.0,2004,transects,-2.3025850929940455,-3.4011973816621555,-2.0149030205422647
lee,Rachael_Winfree_Cucumis_melo_USA_2004,40.266198,-74.563116,Cucumis melo,,2.0,0.0,30.0,2004,transects,-2.70805020110221,-2.3025850929940455,-3.4011973816621555
lit,Rachael_Winfree_Cucumis_melo_USA_2004,40.30949,-74.752612,Cucumis melo,,3.0,2.0,30.0,2004,transects,-1.791759469228055,-2.0149030205422647,-2.3025850929940455
map,Rachael_Winfree_Cucumis_melo_USA_2004,40.118056,-75.270109,Cucumis melo,,7.0,3.0,30.0,2004,transects,-1.0986122886681098,-1.3217558399823195,-2.0149030205422647
non,Rachael_Winfree_Cucumis_melo_USA_2004,40.318046,-75.058363,Cucumis melo,,2.0,2.0,30.0,2004,transects,-2.0149030205422647,-2.3025850929940455,-2.3025850929940455
pen,Rachael_Winfree_Cucumis_melo_USA_2004,40.436941,-75.173595,Cucumis melo,,3.0,0.0,30.0,2004,transects,-2.3025850929940455,-2.0149030205422647,-3.4011973816621555
phi,Rachael_Winfree_Cucumis_melo_USA_2004,40.572263,-75.159815,Cucumis melo,,0.0,16.0,30.0,2004,transects,-0.6286086594223742,-3.4011973816621555,-0.5679840376059393
ray,Rachael_Winfree_Cucumis_melo_USA_2004,40.318463,-75.374531,Cucumis melo,,2.0,0.0,30.0,2004,transects,-2.70805020110221,-2.3025850929940455,-3.4011973816621555
spr,Rachael_Winfree_Cucumis_melo_USA_2004,40.381194,-74.758451,Cucumis melo,,7.0,13.0,30.0,2004,transects,-0.40546510810816444,-1.3217558399823195,-0.7621400520468967
ter,Rachael_Winfree_Cucumis_melo_USA_2004,40.328383,-74.726315,Cucumis melo,,1.0,3.0,30.0,2004,transects,-2.0149030205422647,-2.70805020110221,-2.0149030205422647
tra,Rachael_Winfree_Cucumis_melo_USA_2004,40.565136,-75.184283,Cucumis melo,,11.0,5.0,30.0,2004,transects,-0.6286086594223742,-0.916290731874155,-1.6094379124341003
aun,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.393329,-74.745286,Solanum lycopersicum,,4.0,0.0,30.0,2004,transects,-2.0149030205422647,-1.791759469228055,-3.4011973816621555
bar,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.171394,-75.405438,Solanum lycopersicum,,4.0,2.0,30.0,2004,transects,-1.6094379124341003,-1.791759469228055,-2.3025850929940455
che,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.311069,-74.716323,Solanum lycopersicum,,7.0,6.0,30.0,2004,transects,-0.8362480242006186,-1.3217558399823195,-1.455287232606842
del,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.295893,-75.150872,Solanum lycopersicum,,3.0,0.0,30.0,2004,transects,-2.3025850929940455,-2.0149030205422647,-3.4011973816621555
hop,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.399062,-74.759854,Solanum lycopersicum,,19.0,2.0,30.0,2004,transects,-0.35667494393873245,-0.40546510810816444,-2.3025850929940455
ker,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.341842,-74.768246,Solanum lycopersicum,,5.0,1.0,30.0,2004,transects,-1.6094379124341003,-1.6094379124341003,-2.70805020110221
mis,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.53801,-74.921152,Solanum lycopersicum,,9.0,0.0,30.0,2004,transects,-1.2039728043259361,-1.0986122886681098,-3.4011973816621555
pen,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.437309,-75.172804,Solanum lycopersicum,,5.0,0.0,30.0,2004,transects,-1.791759469228055,-1.6094379124341003,-3.4011973816621555
phi,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.572189,-75.153653,Solanum lycopersicum,,1.0,2.0,30.0,2004,transects,-2.3025850929940455,-2.70805020110221,-2.3025850929940455
ray,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.318942,-75.374323,Solanum lycopersicum,,3.0,1.0,30.0,2004,transects,-2.0149030205422647,-2.0149030205422647,-2.70805020110221
sny,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.55734,-74.962348,Solanum lycopersicum,,18.0,0.0,30.0,2004,transects,-0.5108256237659907,-0.456758402495715,-3.4011973816621555
sun,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.305742,-75.404814,Solanum lycopersicum,,1.0,0.0,30.0,2004,transects,-3.4011973816621555,-2.70805020110221,-3.4011973816621555
trad,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.630643,-75.111375,Solanum lycopersicum,,6.0,0.0,30.0,2004,transects,-1.6094379124341003,-1.455287232606842,-3.4011973816621555
wat,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.349836,-74.766848,Solanum lycopersicum,,2.0,1.0,30.0,2004,transects,-2.3025850929940455,-2.3025850929940455,-2.70805020110221
wil,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.19379,-75.369415,Solanum lycopersicum,,16.0,1.0,30.0,2004,transects,-0.5679840376059393,-0.5679840376059393,-2.70805020110221
bar,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.1726,-75.4038,Solanum lycopersicum,,4.0,4.0,30.0,2005,transects,-1.3217558399823195,-1.791759469228055,-1.791759469228055
bra,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.3848,-75.2614,Solanum lycopersicum,,7.0,3.0,30.0,2005,transects,-1.0986122886681098,-1.3217558399823195,-2.0149030205422647
bri,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.5273,-75.0688,Solanum lycopersicum,,5.0,4.0,30.0,2005,transects,-1.2039728043259361,-1.6094379124341003,-1.791759469228055
ker,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.342,-74.7685,Solanum lycopersicum,,6.0,0.0,30.0,2005,transects,-1.6094379124341003,-1.455287232606842,-3.4011973816621555
kim,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.1428,-75.5832,Solanum lycopersicum,,2.0,1.0,30.0,2005,transects,-2.3025850929940455,-2.3025850929940455,-2.70805020110221
lee,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.2653,-74.5641,Solanum lycopersicum,,0.0,1.0,30.0,2005,transects,-3.4011973816621555,-3.4011973816621555,-2.70805020110221
lit,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.3088,-74.7546,Solanum lycopersicum,,4.0,0.0,30.0,2005,transects,-2.0149030205422647,-1.791759469228055,-3.4011973816621555
pen,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.4362,-75.1721,Solanum lycopersicum,,4.0,0.0,30.0,2005,transects,-2.0149030205422647,-1.791759469228055,-3.4011973816621555
phi,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.57,-75.1588,Solanum lycopersicum,,3.0,3.0,30.0,2005,transects,-1.6094379124341003,-2.0149030205422647,-2.0149030205422647
ray,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.3189,-75.3741,Solanum lycopersicum,,4.0,13.0,30.0,2005,transects,-0.5679840376059393,-1.791759469228055,-0.7621400520468967
ter,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.3282,-74.7261,Solanum lycopersicum,,3.0,0.0,30.0,2005,transects,-2.3025850929940455,-2.0149030205422647,-3.4011973816621555
tra,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.5651,-75.1816,Solanum lycopersicum,,3.0,4.0,30.0,2005,transects,-1.455287232606842,-2.0149030205422647,-1.791759469228055
wat,Rachael_Winfree_Solanum_lycopersicum_USA_2005,40.3512,-74.7697,Solanum lycopersicum,,5.0,3.0,30.0,2005,transects,-1.3217558399823195,-1.6094379124341003,-2.0149030205422647
AH,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.547799,-74.780821,Vaccinium corymbosum,,1.0,0.0,180.0,2010,transects,-5.19295685089021,-4.499809670330265,-5.19295685089021
AML,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.478388,-74.727364,Vaccinium corymbosum,,4.0,2.0,180.0,2010,transects,-3.4011973816621555,-3.58351893845611,-4.0943445622221
BER,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.611428,-74.818625,Vaccinium corymbosum,,7.0,0.0,180.0,2010,transects,-3.247046701834897,-3.1135153092103742,-5.19295685089021
DEL,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.644322,-74.751574,Vaccinium corymbosum,,1.0,0.0,180.0,2010,transects,-5.19295685089021,-4.499809670330265,-5.19295685089021
DEM,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.663066,-74.733103,Vaccinium corymbosum,,12.0,3.0,180.0,2010,transects,-2.4849066497880004,-2.6280074934286737,-3.8066624897703196
DH,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.662869,-74.771815,Vaccinium corymbosum,,11.0,1.0,180.0,2010,transects,-2.70805020110221,-2.70805020110221,-4.499809670330265
DON,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.64897,-74.737931,Vaccinium corymbosum,,3.0,0.0,180.0,2010,transects,-4.0943445622221,-3.8066624897703196,-5.19295685089021
GLO,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.653023,-74.762916,Vaccinium corymbosum,,31.0,0.0,180.0,2010,transects,-1.7589696464050641,-1.7272209480904839,-5.19295685089021
GRA,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.684197,-74.816985,Vaccinium corymbosum,,2.0,1.0,180.0,2010,transects,-4.0943445622221,-4.0943445622221,-4.499809670330265
LEE,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.783986,-74.847539,Vaccinium corymbosum,,23.0,5.0,180.0,2010,transects,-1.8607523407150064,-2.0149030205422647,-3.4011973816621555
MAC,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.706868,-74.756514,Vaccinium corymbosum,,1.0,12.0,180.0,2010,transects,-2.6280074934286737,-4.499809670330265,-2.6280074934286737
MBR,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.644437,-74.768434,Vaccinium corymbosum,,8.0,0.0,180.0,2010,transects,-3.1135153092103742,-2.995732273553991,-5.19295685089021
MIL,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.791671,-74.784838,Vaccinium corymbosum,,13.0,9.0,180.0,2010,transects,-2.1019143975318944,-2.5538995212749516,-2.890371757896165
MOO,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.81459,-74.641169,Vaccinium corymbosum,,16.0,10.0,180.0,2010,transects,-1.9348603128687285,-2.3597435068339943,-2.7950615780918397
RS,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.564237,-74.683863,Vaccinium corymbosum,,6.0,1.0,180.0,2010,transects,-3.247046701834897,-3.247046701834897,-4.499809670330265
WHA,Rachael_Winfree_Vaccinium_corymbosum_USA_2010,39.764943,-74.729036,Vaccinium corymbosum,,31.0,19.0,180.0,2010,transects,-1.2809338454620642,-1.7272209480904839,-2.1972245773362196
AH,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.547799,-74.780821,Vaccinium corymbosum,,15.0,2.0,180.0,2011,transects,-2.3597435068339943,-2.4203681286504293,-4.0943445622221
AML,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.478388,-74.727364,Vaccinium corymbosum,,3.0,0.0,180.0,2011,transects,-4.0943445622221,-3.8066624897703196,-5.19295685089021
BER,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.611428,-74.818625,Vaccinium corymbosum,,15.0,0.0,180.0,2011,transects,-2.4849066497880004,-2.4203681286504293,-5.19295685089021
DEL,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.644322,-74.751574,Vaccinium corymbosum,,2.0,0.0,180.0,2011,transects,-4.499809670330265,-4.0943445622221,-5.19295685089021
DEM,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.663066,-74.733103,Vaccinium corymbosum,,28.0,14.0,180.0,2011,transects,-1.455287232606842,-1.8256610209037363,-2.4849066497880004
DH,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.662869,-74.771815,Vaccinium corymbosum,,7.0,2.0,180.0,2011,transects,-2.995732273553991,-3.1135153092103742,-4.0943445622221
DON,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.64897,-74.737931,Vaccinium corymbosum,,10.0,0.0,180.0,2011,transects,-2.890371757896165,-2.7950615780918397,-5.19295685089021
GLO,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.653023,-74.762916,Vaccinium corymbosum,,22.0,0.0,180.0,2011,transects,-2.1019143975318944,-2.0574626349610607,-5.19295685089021
GRA,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.684197,-74.816985,Vaccinium corymbosum,,12.0,2.0,180.0,2011,transects,-2.5538995212749516,-2.6280074934286737,-4.0943445622221
LEE,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.783986,-74.847539,Vaccinium corymbosum,,47.0,5.0,180.0,2011,transects,-1.241713132308783,-1.3217558399823195,-3.4011973816621555
MAC,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.706868,-74.756514,Vaccinium corymbosum,,21.0,19.0,180.0,2011,transects,-1.5040773967762742,-2.1019143975318944,-2.1972245773362196
MBR,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.644437,-74.768434,Vaccinium corymbosum,,4.0,1.0,180.0,2011,transects,-3.58351893845611,-3.58351893845611,-4.499809670330265
MIL,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.791671,-74.784838,Vaccinium corymbosum,,41.0,10.0,180.0,2011,transects,-1.2611312181658847,-1.455287232606842,-2.7950615780918397
MOO,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.81459,-74.641169,Vaccinium corymbosum,,44.0,18.0,180.0,2011,transects,-1.0658224658451187,-1.3862943611198906,-2.2485178717237697
RS,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.564237,-74.683863,Vaccinium corymbosum,,5.0,1.0,180.0,2011,transects,-3.4011973816621555,-3.4011973816621555,-4.499809670330265
WHA,Rachael_Winfree_Vaccinium_corymbosum_USA_2011,39.764943,-74.729036,Vaccinium corymbosum,,26.0,20.0,180.0,2011,transects,-1.3643154544011153,-1.8971199848858813,-2.1484344131667874
BU,Rachael_Winfree_Vaccinium_macrocarpon_USA_2009,39.908426,-74.694853,Vaccinium macrocarpon,,27.0,62.0,240.0,2009,transects,-0.9920025536098515,-2.1484344131667874,-1.3375041969504586
HC,Rachael_Winfree_Vaccinium_macrocarpon_USA_2009,39.724777,-74.544536,Vaccinium macrocarpon,,51.0,59.0,240.0,2009,transects,-0.7801585575495751,-1.529395204760564,-1.3862943611198906
