site_id,study_id,latitude,longitude,crop,management,ab_wildbees,ab_bombus,total_sampled_time,sampling_year,sampling_abundance
Cey08,Marcos_Minarro_Malus_domestica_Spain_2015,43.4564,-5.38314,Malus domestica,IPM,14.001,3.0,75.0,2015,focal observations
Cay09,Marcos_Minarro_Malus_domestica_Spain_2015,43.4552,-5.41072,Malus domestica,IPM,4.0,8.0,75.0,2015,focal observations
Por10,Marcos_Minarro_Malus_domestica_Spain_2015,43.438,-5.44881,Malus domestica,IPM,3.001,1.0,75.0,2015,focal observations
Ver11,Marcos_Minarro_Malus_domestica_Spain_2015,43.404,-5.5007,Malus domestica,IPM,16.01,4.0,75.0,2015,focal observations
Mas12,Marcos_Minarro_Malus_domestica_Spain_2015,43.4052,-5.52419,Malus domestica,IPM,6.0,2.0,75.0,2015,focal observations
Col13,Marcos_Minarro_Malus_domestica_Spain_2015,43.3897,-5.58329,Malus domestica,IPM,2.0,1.0,75.0,2015,focal observations
Val14,Marcos_Minarro_Malus_domestica_Spain_2015,43.4476,-5.61307,Malus domestica,IPM,9.0,4.0,75.0,2015,focal observations
Qui15,Marcos_Minarro_Malus_domestica_Spain_2015,43.4548,-5.62866,Malus domestica,IPM,3.0,6.0,75.0,2015,focal observations
Lav16,Marcos_Minarro_Malus_domestica_Spain_2015,43.4693,-5.64902,Malus domestica,IPM,6.0,4.0,75.0,2015,focal observations
Cal17,Marcos_Minarro_Malus_domestica_Spain_2015,43.4929,-5.63121,Malus domestica,IPM,2.0,0.0,75.0,2015,focal observations
San18,Marcos_Minarro_Malus_domestica_Spain_2015,43.5071,-5.62647,Malus domestica,IPM,2.0,1.0,75.0,2015,focal observations
Que19,Marcos_Minarro_Malus_domestica_Spain_2015,43.4988,-5.65401,Malus domestica,IPM,4.0,2.0,75.0,2015,focal observations
Sal20,Marcos_Minarro_Malus_domestica_Spain_2015,43.3808,-5.64925,Malus domestica,IPM,6.001,15.0,75.0,2015,focal observations
Pan21,Marcos_Minarro_Malus_domestica_Spain_2015,43.4267,-5.71527,Malus domestica,IPM,5.0,4.0,75.0,2015,focal observations
Nor22,Marcos_Minarro_Malus_domestica_Spain_2015,43.403,-5.7165,Malus domestica,IPM,9.0,4.0,75.0,2015,focal observations
Obi23,Marcos_Minarro_Malus_domestica_Spain_2015,43.3682,-5.73765,Malus domestica,IPM,11.0,14.0,75.0,2015,focal observations
Mun24,Marcos_Minarro_Malus_domestica_Spain_2015,43.3723,-5.75278,Malus domestica,organic,2.0,2.0,75.0,2015,focal observations
Tin25,Marcos_Minarro_Malus_domestica_Spain_2015,43.3645,-5.76386,Malus domestica,IPM,13.0,3.0,75.0,2015,focal observations
BakersAcres,Mia_Park_Malus_domestica_USA_2009,42.606647,-76.499462,Malus domestica,IPM,75.0,1.0,45.0,2009,sweep net
Cornell01,Mia_Park_Malus_domestica_USA_2009,42.444969,-76.461382,Malus domestica,IPM,76.0,0.0,45.0,2009,sweep net
Cornell02,Mia_Park_Malus_domestica_USA_2009,42.572777,-76.594966,Malus domestica,IPM,121.0,12.0,150.0,2009,sweep net
Endres,Mia_Park_Malus_domestica_USA_2009,43.249082,-77.045889,Malus domestica,IPM,95.0,5.0,90.0,2009,sweep net
GrisamoreFarms,Mia_Park_Malus_domestica_USA_2009,42.656582,-76.471825,Malus domestica,IPM,21.0,0.0,30.0,2009,sweep net
IndianCreek,Mia_Park_Malus_domestica_USA_2009,42.469951,-76.550223,Malus domestica,IPM,65.0,1.0,45.0,2009,sweep net
LittleTree,Mia_Park_Malus_domestica_USA_2009,42.351524,-76.564604,Malus domestica,IPM,99.0,7.0,90.0,2009,sweep net
Merwin,Mia_Park_Malus_domestica_USA_2009,42.552672,-76.657362,Malus domestica,IPM,41.0,1.0,30.0,2009,sweep net
ReisingerOrchards,Mia_Park_Malus_domestica_USA_2009,42.376591,-76.927016,Malus domestica,IPM,155.0,10.0,90.0,2009,sweep net
Hemlock02,Mia_Park_Malus_domestica_USA_2009,42.357827,-76.511712,Malus domestica,organic,25.0,8.0,30.0,2009,sweep net
WestHaven,Mia_Park_Malus_domestica_USA_2009,42.445266,-76.536158,Malus domestica,organic,21.0,0.0,30.0,2009,sweep net
BartlesonAlton,Mia_Park_Malus_domestica_USA_2010,43.210033,-76.985768,Malus domestica,IPM,14.0,2.0,45.0,2010,sweep net
BartlesonHill,Mia_Park_Malus_domestica_USA_2010,43.141205,-77.00617,Malus domestica,IPM,85.0,5.0,120.0,2010,sweep net
BartlesonHome,Mia_Park_Malus_domestica_USA_2010,43.215188,-77.018801,Malus domestica,IPM,9.0,0.0,90.0,2010,sweep net
Cornell01,Mia_Park_Malus_domestica_USA_2010,42.444969,-76.461382,Malus domestica,IPM,27.0,1.0,45.0,2010,sweep net
Cornell02,Mia_Park_Malus_domestica_USA_2010,42.572777,-76.594966,Malus domestica,IPM,7.0,5.0,30.0,2010,sweep net
Endres,Mia_Park_Malus_domestica_USA_2010,43.249082,-77.045889,Malus domestica,IPM,53.0,6.0,150.0,2010,sweep net
LakeBreezeGates,Mia_Park_Malus_domestica_USA_2010,43.282155,-77.121445,Malus domestica,IPM,11.0,0.0,105.0,2010,sweep net
LittleTree,Mia_Park_Malus_domestica_USA_2010,42.351524,-76.564604,Malus domestica,IPM,14.0,4.0,30.0,2010,sweep net
Simpelaar,Mia_Park_Malus_domestica_USA_2010,43.149056,-76.972796,Malus domestica,IPM,65.0,13.0,90.0,2010,sweep net
BakersAcres,Mia_Park_Malus_domestica_USA_2011,42.606647,-76.499462,Malus domestica,IPM,100.0,4.0,90.0,2011,sweep net
BartlesonAlton,Mia_Park_Malus_domestica_USA_2011,43.210033,-76.985768,Malus domestica,IPM,159.0,4.0,180.0,2011,sweep net
BartlesonHome,Mia_Park_Malus_domestica_USA_2011,43.215188,-77.018801,Malus domestica,IPM,42.0,6.0,180.0,2011,sweep net
Cornell01,Mia_Park_Malus_domestica_USA_2011,42.444969,-76.461382,Malus domestica,IPM,72.0,1.0,90.0,2011,sweep net
Cornell02,Mia_Park_Malus_domestica_USA_2011,42.572777,-76.594966,Malus domestica,IPM,45.0,5.0,90.0,2011,sweep net
Endres,Mia_Park_Malus_domestica_USA_2011,43.249082,-77.045889,Malus domestica,IPM,211.0,3.0,180.0,2011,sweep net
GrisamoreFarms,Mia_Park_Malus_domestica_USA_2011,42.656582,-76.471825,Malus domestica,IPM,26.0,2.0,90.0,2011,sweep net
HomeSouth,Mia_Park_Malus_domestica_USA_2011,42.853851,-77.021808,Malus domestica,IPM,16.0,3.0,90.0,2011,sweep net
IndianCreek,Mia_Park_Malus_domestica_USA_2011,42.469951,-76.550223,Malus domestica,IPM,33.0,2.0,60.0,2011,sweep net
LakeBreezeGates,Mia_Park_Malus_domestica_USA_2011,43.282155,-77.121445,Malus domestica,IPM,14.0,2.0,180.0,2011,sweep net
LakeBreezeHome,Mia_Park_Malus_domestica_USA_2011,43.275127,-77.088463,Malus domestica,IPM,29.0,4.0,120.0,2011,sweep net
LakeFarm,Mia_Park_Malus_domestica_USA_2011,42.83129,-76.984798,Malus domestica,IPM,32.0,5.0,90.0,2011,sweep net
Merwin,Mia_Park_Malus_domestica_USA_2011,42.552672,-76.657362,Malus domestica,IPM,25.0,1.0,60.0,2011,sweep net
MWElectronics,Mia_Park_Malus_domestica_USA_2011,43.185902,-77.188852,Malus domestica,IPM,121.0,1.0,90.0,2011,sweep net
ReisingerOrchards,Mia_Park_Malus_domestica_USA_2011,42.376591,-76.927016,Malus domestica,IPM,154.0,54.0,270.0,2011,sweep net
RoseFarm,Mia_Park_Malus_domestica_USA_2011,42.776499,-77.000925,Malus domestica,IPM,53.0,8.0,210.0,2011,sweep net
Hemlock02,Mia_Park_Malus_domestica_USA_2011,42.357827,-76.511712,Malus domestica,organic,30.0,17.0,30.0,2011,sweep net
WestHaven,Mia_Park_Malus_domestica_USA_2011,42.445266,-76.536158,Malus domestica,organic,23.0,2.0,30.0,2011,sweep net
B2CAS 2,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0313333333333,-65.5494722222222,Citrus limon,conventional,15.0,16.0,630.0,2015,focal observations
CA2CAS 3,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0330833333333,-65.5395277777777,Citrus limon,conventional,9.0,4.0,675.0,2015,focal observations
CA1CAS 5,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0444166666666,-65.5486111111111,Citrus limon,conventional,1.0,0.0,345.0,2015,focal observations
B4MON 1,Natacha_Chacoff_Citrus_limon_Argentina_2015,-26.9878611111111,-65.4366388888889,Citrus limon,conventional,5.0,16.0,480.0,2015,focal observations
CA4MON 2,Natacha_Chacoff_Citrus_limon_Argentina_2015,-26.9953333333333,-65.4282777777777,Citrus limon,conventional,4.0,5.0,480.0,2015,focal observations
B1CAS 1,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0282777777777,-65.5672222222222,Citrus limon,conventional,33.0,19.0,525.0,2015,focal observations
CE1CAS 6,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0455833333333,-65.5529722222222,Citrus limon,conventional,0.0,1.0,375.0,2015,focal observations
CE2CAS 4,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0363333333333,-65.5426388888888,Citrus limon,conventional,2.0,5.0,600.0,2015,focal observations
B3CAS 7,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.0475,-65.5195555555555,Citrus limon,conventional,1.0,1.0,435.0,2015,focal observations
CA3CAS 8,Natacha_Chacoff_Citrus_limon_Argentina_2015,-27.05975,-65.5043333333333,Citrus limon,conventional,2.0,0.0,405.0,2015,focal observations
Ballat,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.727846,5.73069,Malus domestica,organic,20.0,4.0,540.0,2019,sweep net
Bianca 18O,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.926274,4.945741,Malus domestica,organic,23.0,4.0,540.0,2019,sweep net
Bianca 20C,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.876635,4.904523,Malus domestica,IPM,6.0,26.0,540.0,2019,sweep net
Bianca 21C,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.853677,5.25143,Malus domestica,IPM,0.0,8.0,540.0,2019,sweep net
Bianca 21O,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.92741,5.024766,Malus domestica,organic,4.0,10.0,540.0,2019,sweep net
Gasi_malus_2019,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.687773,4.819197,Malus domestica,organic,232.0,58.0,540.0,2019,sweep net
Laduron,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.733162,5.786554,Malus domestica,organic,177.0,16.0,540.0,2019,sweep net
Pommeraie_2019,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.558067,4.708504,Malus domestica,organic,84.0,27.0,540.0,2019,sweep net
Vergers de Barry,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.58112,3.5445,Malus domestica,organic,16.0,3.0,540.0,2019,sweep net
Vergers de Brunehaut,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.506134,3.382844,Malus domestica,IPM,55.0,125.0,540.0,2019,sweep net
Vergers de la Vallee,Nicolas_J_Vereecken_Malus_domestica_Belgium_2019,50.59265,4.9507,Malus domestica,IPM,214.0,84.0,540.0,2019,sweep net
Bois de la Borde,Nicolas_J_Vereecken_Malus_domestica_France_2019,47.557031,0.553025,Malus domestica,organic,14.0,32.0,540.0,2019,sweep net
Dampleux,Nicolas_J_Vereecken_Malus_domestica_France_2019,49.245781,3.150376,Malus domestica,IPM,47.0,75.0,540.0,2019,sweep net
Ferme de Canon,Nicolas_J_Vereecken_Malus_domestica_France_2019,49.0803,-0.09375,Malus domestica,organic,71.0,52.0,540.0,2019,sweep net
Fontenay,Nicolas_J_Vereecken_Malus_domestica_France_2019,49.10034,-0.353761,Malus domestica,IPM,66.0,38.0,540.0,2019,sweep net
Innenheim,Nicolas_J_Vereecken_Malus_domestica_France_2019,48.502409,7.557589,Malus domestica,IPM,61.0,38.0,540.0,2019,sweep net
Jeunes de la Motte,Nicolas_J_Vereecken_Malus_domestica_France_2019,47.518982,0.468389,Malus domestica,IPM,14.0,49.0,540.0,2019,sweep net
Le Plessis,Nicolas_J_Vereecken_Malus_domestica_France_2019,49.183461,3.059649,Malus domestica,organic,32.0,35.0,540.0,2019,sweep net
Maillebois,Nicolas_J_Vereecken_Malus_domestica_France_2019,46.115485,5.913749,Malus domestica,organic,128.0,39.0,540.0,2019,sweep net
SCA de la Plesse,Nicolas_J_Vereecken_Malus_domestica_France_2019,47.524699,-0.5062,Malus domestica,IPM,18.0,89.0,540.0,2019,sweep net
SCA de Vauleard,Nicolas_J_Vereecken_Malus_domestica_France_2019,47.564191,-0.627172,Malus domestica,IPM,19.0,64.0,540.0,2019,sweep net
Tilly,Nicolas_J_Vereecken_Malus_domestica_France_2019,46.107229,5.92304,Malus domestica,IPM,68.0,51.0,540.0,2019,sweep net
Traenheim,Nicolas_J_Vereecken_Malus_domestica_France_2019,48.590605,7.477028,Malus domestica,organic,32.0,25.0,540.0,2019,sweep net
Vergers Ohey,Nicolas_J_Vereecken_Malus_domestica_France_2019,50.443185,5.121998,Malus domestica,organic,54.0,36.0,540.0,2019,sweep net
Gasi_2017,Nicolas_J_Vereecken_Malus_domestica_Belgium_2017,50.687784,4.819336,Malus domestica,organic,55.0,107.0,,2017,sweep net
Penteville_2017,Nicolas_J_Vereecken_Malus_domestica_Belgium_2017,50.552216,4.653305,Malus domestica,organic,51.0,160.0,,2017,sweep net
Pommeraie_2017,Nicolas_J_Vereecken_Malus_domestica_Belgium_2017,50.557979,4.707042,Malus domestica,organic,24.0,202.0,,2017,sweep net
Fredandberries,Nicolas_J_Vereecken_Vaccinium_corymbosum_Belgium_2017,50.308921,5.883556,Vaccinium corymbosum,organic,1.0,11.0,180.0,2017,sweep net
Myrtille de Chardeneux,Nicolas_J_Vereecken_Vaccinium_corymbosum_Belgium_2017,50.368968,5.361766,Vaccinium corymbosum,conventional,1.0,30.0,180.0,2017,sweep net
P'tits Fruits d'Ici,Nicolas_J_Vereecken_Vaccinium_corymbosum_Belgium_2017,50.57221,3.966101,Vaccinium corymbosum,organic,11.0,71.0,360.0,2017,sweep net
Flemalle,Nicolas_J_Vereecken_Brassica_napus_Belgium_2019,50.66625,4.643972,Brassica napus,conventional,25.0,125.0,540.0,2019,sweep net
Freres_Delvaux,Nicolas_J_Vereecken_Brassica_napus_Belgium_2019,50.398343,4.7215,Brassica napus,conventional,22.0,7.0,540.0,2019,sweep net
Pirmez,Nicolas_J_Vereecken_Brassica_napus_Belgium_2019,50.342707,4.731325,Brassica napus,organic,44.0,31.0,540.0,2019,sweep net
Schiepers,Nicolas_J_Vereecken_Brassica_napus_Belgium_2019,50.553917,5.207083,Brassica napus,organic,17.0,47.0,540.0,2019,sweep net
Coin_des_Champs,Nicolas_J_Vereecken_Fragaria_x_ananassa_Belgium_2019,50.641649,4.577286,Fragaria x ananassa,organic,42.0,29.0,540.0,2019,sweep net
Ferme_du_Chateau,Nicolas_J_Vereecken_Fragaria_x_ananassa_Belgium_2019,50.48925,4.933753,Fragaria x ananassa,conventional,25.0,2.0,540.0,2019,sweep net
Fruits_du_Verger,Nicolas_J_Vereecken_Fragaria_x_ananassa_Belgium_2019,50.528752,4.760494,Fragaria x ananassa,conventional,0.0,152.0,540.0,2019,sweep net
Val-Notre-Dame,Nicolas_J_Vereecken_Fragaria_x_ananassa_Belgium_2019,50.548723,5.21781,Fragaria x ananassa,organic,18.0,21.0,540.0,2019,sweep net
AB,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.3265,-58.08404444,Vaccinium corymbosum,conventional,0.0,6.0,150.0,2016,focal observations
AR,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.4065083,-58.12713056,Vaccinium corymbosum,conventional,0.0,1.0,150.0,2016,focal observations
BB,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.4587111,-58.14964167,Vaccinium corymbosum,conventional,1.0,0.0,150.0,2016,focal observations
BBR4,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.2238583,-58.04071389,Vaccinium corymbosum,conventional,0.0,3.0,150.0,2016,focal observations
BBR5,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.2207528,-58.05311944,Vaccinium corymbosum,conventional,0.0,7.0,150.0,2016,focal observations
BSA,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.1934417,-58.04826111,Vaccinium corymbosum,conventional,2.0,0.0,150.0,2016,focal observations
BSF,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.1856028,-58.04411944,Vaccinium corymbosum,conventional,1.0,6.0,150.0,2016,focal observations
PSE,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.372975,-58.12293889,Vaccinium corymbosum,conventional,0.0,9.0,150.0,2016,focal observations
PSO,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.3703806,-58.12677222,Vaccinium corymbosum,conventional,0.0,7.0,150.0,2016,focal observations
QT,Pablo_Cavigliasso_Vaccinium_corymbosum_Argentina_2016,-31.2615194,-58.08898333,Vaccinium corymbosum,conventional,0.0,2.0,150.0,2016,focal observations
ced,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.334556,-75.355869,Citrullus lanatus,,6.0,0.0,,2004,transects
del,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.296316,-75.150671,Citrullus lanatus,,5.0,0.0,,2004,transects
ker,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.341541,-74.767837,Citrullus lanatus,,7.0,0.0,,2004,transects
lee,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.26608,-74.56288,Citrullus lanatus,,2.0,0.0,,2004,transects
lit,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.309244,-74.752274,Citrullus lanatus,,13.0,1.0,,2004,transects
map,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.11802,-75.269978,Citrullus lanatus,,6.0,2.0,,2004,transects
phi,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.572188,-75.159774,Citrullus lanatus,,3.0,1.0,,2004,transects
ter,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.328397,-74.726268,Citrullus lanatus,,23.0,0.0,,2004,transects
tra,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.565016,-75.183267,Citrullus lanatus,,7.0,0.0,,2004,transects
wat,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.350566,-74.764343,Citrullus lanatus,,21.0,1.0,,2004,transects
wil,Rachael_Winfree_Citrullus_lanatus_USA_2004,40.193496,-75.369129,Citrullus lanatus,,13.0,1.0,,2004,transects
anc,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.2758,-74.9987,Citrullus lanatus,,41.0,12.0,,2005,transects
bar,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.1726,-75.4038,Citrullus lanatus,,45.0,24.0,,2005,transects
bra,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3848,-75.2614,Citrullus lanatus,,46.0,1.0,,2005,transects
bri,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.5273,-75.0688,Citrullus lanatus,,49.0,35.0,,2005,transects
ced,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3346,-75.3562,Citrullus lanatus,,54.0,3.0,,2005,transects
che,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3104,-74.7155,Citrullus lanatus,,2.0,9.0,,2005,transects
del,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.2961,-75.1502,Citrullus lanatus,,24.0,26.0,,2005,transects
ker,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.342,-74.7685,Citrullus lanatus,,38.0,32.0,,2005,transects
kim,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.1428,-75.5832,Citrullus lanatus,,10.0,5.0,,2005,transects
lee,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.2653,-74.5641,Citrullus lanatus,,5.0,3.0,,2005,transects
lit,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3088,-74.7546,Citrullus lanatus,,76.0,2.0,,2005,transects
mapa,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.1187,-75.2738,Citrullus lanatus,,24.0,11.0,,2005,transects
mapb,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.1115,-75.2697,Citrullus lanatus,,67.0,4.0,,2005,transects
non,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3173,-75.0579,Citrullus lanatus,,0.0,53.0,,2005,transects
pea,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.6091,-74.943,Citrullus lanatus,,33.0,11.0,,2005,transects
pen,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.4362,-75.1721,Citrullus lanatus,,44.0,1.0,,2005,transects
phi,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.57,-75.1588,Citrullus lanatus,,54.0,33.0,,2005,transects
ray,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3189,-75.3741,Citrullus lanatus,,35.0,3.0,,2005,transects
sanb,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.1472,-75.6046,Citrullus lanatus,,70.0,8.0,,2005,transects
sun,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3066,-75.4031,Citrullus lanatus,,44.0,11.0,,2005,transects
ter,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3282,-74.7261,Citrullus lanatus,,48.0,0.0,,2005,transects
tra,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.5651,-75.1816,Citrullus lanatus,,12.0,8.0,,2005,transects
wat,Rachael_Winfree_Citrullus_lanatus_USA_2005,40.3512,-74.7697,Citrullus lanatus,,85.0,16.0,,2005,transects
anc,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.2761,-74.9985,Citrullus lanatus,,3.0,16.0,,2007,transects
bar,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.1726,-75.4044,Citrullus lanatus,,6.0,6.0,,2007,transects
ced,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.3339,-75.3556,Citrullus lanatus,,3.0,5.0,,2007,transects
che,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.309,-74.7163,Citrullus lanatus,,7.0,10.0,,2007,transects
ker,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.3418,-74.7679,Citrullus lanatus,,18.0,5.0,,2007,transects
kim,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.1432,-75.5836,Citrullus lanatus,,1.0,1.0,,2007,transects
lit,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.3091,-74.7524,Citrullus lanatus,,12.0,2.0,,2007,transects
non,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.3173,-75.0571,Citrullus lanatus,,9.0,3.0,,2007,transects
pea,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.6076,-74.9424,Citrullus lanatus,,2.0,5.0,,2007,transects
pen,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.4368,-75.1718,Citrullus lanatus,,11.0,12.0,,2007,transects
phi,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.57,-75.1545,Citrullus lanatus,,4.0,1.0,,2007,transects
ray,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.3185,-75.3746,Citrullus lanatus,,22.0,0.0,,2007,transects
san,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.1475,-75.5994,Citrullus lanatus,,9.0,8.0,,2007,transects
sun,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.3061,-75.4036,Citrullus lanatus,,1.0,4.0,,2007,transects
tra,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.5673,-75.1863,Citrullus lanatus,,3.0,22.0,,2007,transects
wat,Rachael_Winfree_Citrullus_lanatus_USA_2007,40.3509,-74.767,Citrullus lanatus,,6.0,15.0,,2007,transects
bar,Rachael_Winfree_Cucumis_melo_USA_2004,40.171578,-75.403945,Cucumis melo,,14.0,7.0,30.0,2004,transects
del,Rachael_Winfree_Cucumis_melo_USA_2004,40.296256,-75.150598,Cucumis melo,,9.0,1.0,30.0,2004,transects
ker,Rachael_Winfree_Cucumis_melo_USA_2004,40.341596,-74.767972,Cucumis melo,,0.0,3.0,30.0,2004,transects
lee,Rachael_Winfree_Cucumis_melo_USA_2004,40.266198,-74.563116,Cucumis melo,,2.0,0.0,30.0,2004,transects
lit,Rachael_Winfree_Cucumis_melo_USA_2004,40.30949,-74.752612,Cucumis melo,,3.0,2.0,30.0,2004,transects
map,Rachael_Winfree_Cucumis_melo_USA_2004,40.118056,-75.270109,Cucumis melo,,7.0,3.0,30.0,2004,transects
non,Rachael_Winfree_Cucumis_melo_USA_2004,40.318046,-75.058363,Cucumis melo,,2.0,2.0,30.0,2004,transects
pen,Rachael_Winfree_Cucumis_melo_USA_2004,40.436941,-75.173595,Cucumis melo,,3.0,0.0,30.0,2004,transects
phi,Rachael_Winfree_Cucumis_melo_USA_2004,40.572263,-75.159815,Cucumis melo,,0.0,16.0,30.0,2004,transects
ray,Rachael_Winfree_Cucumis_melo_USA_2004,40.318463,-75.374531,Cucumis melo,,2.0,0.0,30.0,2004,transects
spr,Rachael_Winfree_Cucumis_melo_USA_2004,40.381194,-74.758451,Cucumis melo,,7.0,13.0,30.0,2004,transects
ter,Rachael_Winfree_Cucumis_melo_USA_2004,40.328383,-74.726315,Cucumis melo,,1.0,3.0,30.0,2004,transects
tra,Rachael_Winfree_Cucumis_melo_USA_2004,40.565136,-75.184283,Cucumis melo,,11.0,5.0,30.0,2004,transects
1,Rachael_Winfree_Malus_Domestica_USA_2004,40.32,-74.72,Malus domestica,,23.0,1.0,,2004,sweep net
2,Rachael_Winfree_Malus_Domestica_USA_2004,40.33,-74.73,Malus domestica,,1.0,0.0,,2004,sweep net
3,Rachael_Winfree_Malus_Domestica_USA_2004,40.4,-74.68,Malus domestica,,2.0,0.0,,2004,sweep net
4,Rachael_Winfree_Malus_Domestica_USA_2004,40.423,-74.462,Malus domestica,,19.0,4.0,,2004,sweep net
5,Rachael_Winfree_Malus_Domestica_USA_2004,40.53,-74.11,Malus domestica,,1.0,0.0,,2004,sweep net
6,Rachael_Winfree_Malus_Domestica_USA_2004,40.555,-74.96,Malus domestica,,1.0,0.0,,2004,sweep net
7,Rachael_Winfree_Malus_Domestica_USA_2004,40.56,-74.96,Malus domestica,,11.0,1.0,,2004,sweep net
8,Rachael_Winfree_Malus_Domestica_USA_2004,40.568,-74.966,Malus domestica,,0.0,1.0,,2004,sweep net
9,Rachael_Winfree_Malus_Domestica_USA_2004,40.57,-74.97,Malus domestica,,4.0,1.0,,2004,sweep net
10,Rachael_Winfree_Malus_Domestica_USA_2004,40.63,-75.113,Malus domestica,,1.0,0.0,,2004,sweep net
11,Rachael_Winfree_Malus_Domestica_USA_2004,40.67,-74.75,Malus domestica,,17.0,0.0,,2004,sweep net
12,Rachael_Winfree_Malus_Domestica_USA_2004,40.69,-74.45,Malus domestica,,6.0,2.0,,2004,sweep net
13,Rachael_Winfree_Malus_Domestica_USA_2004,40.73,-74.84,Malus domestica,,5.0,0.0,,2004,sweep net
14,Rachael_Winfree_Malus_Domestica_USA_2004,40.734,-74.837,Malus domestica,,1.0,0.0,,2004,sweep net
15,Rachael_Winfree_Malus_Domestica_USA_2004,40.738,-74.539,Malus domestica,,1.0,0.0,,2004,sweep net
16,Rachael_Winfree_Malus_Domestica_USA_2004,40.74,-74.54,Malus domestica,,13.0,3.0,,2004,sweep net
aun,Rachael_Winfree_Solanum_lycopersicum_USA_2004,40.393329,-74.745286,Solanum lycopersicum,,4.0,0.0,30.0,2004,transects
