bio01,bio02,bio03,bio04,bio05,bio06,bio07,bio08,bio09,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,biome_num,chili,def,dist_seminat,ec,ei,elevation,es,et,gHM,gpp,le,pdsi,pet,ple,ro,site_id,soil,soil_carbon_b10,soil_clay_b10,soil_den_b10,soil_pH_b10,soil_sand_b10,soil_water_b10,srad,study_id,swe,topo_div,vap,vpd,vs,activity,bare,cropland,grass,moss,shrub,tree,urban,crop,management,sampling_year,log_visit_rate,author_id
64.0,74.0,27.0,6868.0,207.0,-59.0,266.0,114.0,7.0,154.0,-23.0,704.0,77.0,35.0,25.0,227.0,115.0,203.0,148.0,4.0,138.0,100.8333333,2102.379604,0.630144898,0.065871763,79.0,0.332862669,170.7647059,0.755513549,3.76490963,525.9411765,274.5,281.9411765,869.2941176,16.91666667,11,587.25,6.0,22.0,113.0,59.0,45.0,31.0,1143.666667,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,24.75,0.030201469,871.5833333,28.91666667,353.0,0.39695154850000003,1.339687807,62.771981445,17.095354514999997,0.0,7.691737032,8.034427654,3.0660050915,Brassica napus,conventional,2013,-0.5108256237659907,IgnasiBartomeus
65.0,73.0,27.0,6886.0,207.0,-58.0,265.0,115.0,8.0,154.0,-22.0,721.0,78.0,36.0,25.0,231.0,118.0,206.0,154.0,4.0,143.0,92.08333333,1414.213562,0.562141631,0.058271345,78.0,0.370826865,191.8571429,0.748344779,3.306864974,590.3571429,269.0,309.1428571,951.0,19.25,12,593.0833333,5.0,23.0,123.0,59.0,40.0,34.0,1142.666667,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,26.66666667,0.025290409,873.25,28.66666667,347.0,0.3977577375,2.420933315,71.52036383000001,11.4180146295,0.0,5.798317967,4.5429842505,4.2993860055,Brassica napus,conventional,2013,-1.0033021088637848,IgnasiBartomeus
64.0,75.0,27.0,6939.0,209.0,-61.0,270.0,114.0,6.0,154.0,-24.0,652.0,72.0,31.0,26.0,213.0,105.0,193.0,130.0,4.0,133.0,102.3333333,2002.498439,0.634271127,0.067520883,65.0,0.327005535,188.2307692,0.69890964,3.789992394,580.0,274.25,315.6923077,972.3076923,14.75,13,592.6666667,7.0,23.0,127.0,59.0,44.0,30.0,1145.833333,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,23.33333333,0.029757177,874.4166667,29.08333333,368.3333333,0.408624484,1.5748657885000001,64.337208345,18.077598854999998,0.0,7.6225242820000005,7.249319623,1.1382872295,Brassica napus,conventional,2013,-2.0149030205422647,IgnasiBartomeus
64.0,74.0,27.0,6904.0,208.0,-60.0,268.0,114.0,8.0,154.0,-23.0,667.0,73.0,32.0,26.0,217.0,108.0,196.0,135.0,4.0,130.0,100.25,1004.987562,0.658047259,0.066652405,61.0,0.305274221,188.4,0.670023859,3.931710382,580.3333333,270.0,308.5333333,950.2,15.58333333,14,595.9166667,6.0,22.0,108.0,58.0,42.0,31.0,1144.333333,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,23.91666667,0.069864333,875.8333333,29.16666667,362.8333333,0.4083885115,1.748339047,63.69112117,17.04976532,0.0,7.345343887,9.417145565,0.747115569,Brassica napus,conventional,2013,-1.455287232606842,IgnasiBartomeus
62.0,76.0,28.0,6895.0,207.0,-62.0,269.0,141.0,5.0,152.0,-25.0,661.0,73.0,32.0,26.0,216.0,106.0,197.0,133.0,4.0,130.0,91.41666667,1910.497317,0.685333368,0.068007499,107.0,0.281335966,213.0714286,0.714995503,4.209602869,655.9285714,292.4166667,327.2142857,1007.714286,16.66666667,15,594.9166667,7.0,17.0,125.0,58.0,48.0,30.0,1147.25,Ignasi_Bartomeus_Brassica_napus_Sweden_2013,25.33333333,0.045218267,865.9166667,27.66666667,368.9166667,0.392557074,0.7823888765,60.00462446,15.609093875,0.0,8.4835406495,14.356919458500002,0.75904866,Brassica napus,conventional,2013,-0.8362480242006186,IgnasiBartomeus
83.0,123.0,37.0,6926.0,279.0,-50.0,329.0,1.0,171.0,173.0,-4.0,538.0,72.0,18.0,38.0,207.0,67.0,79.0,192.0,8.0,161.0,415.0,141.4213562,0.917475925,0.026184171,744.0,0.563755156,132.8125,0.567739904,2.907634769,408.625,-125.5,359.3125,1103.96875,1.833333333,clar1,918.5,4.0,22.0,145.0,69.0,15.0,25.0,1611.583333,David_Crowder_Brassica_napus_USA_2013,9.5,0.189577371,767.5,66.83333333,265.0833333,0.697590735,1.2739053155,77.84880205,15.389893038,0.0,2.1681868065,2.253075152,1.065581085,Brassica napus,conventional,2013,-2.3025850929940455,DavidCrowder
87.0,127.0,38.0,6934.0,283.0,-47.0,330.0,5.0,174.0,178.0,0.0,501.0,68.0,17.0,38.0,193.0,62.0,73.0,179.0,8.0,183.0,465.9166667,100.0,0.986232288,0.032499352,685.0,0.489211859,120.1,0.653003812,3.392376057,369.5333333,-178.5833333,355.5666667,1092.333333,1.416666667,hinn1,755.1666667,3.0,22.0,142.0,68.0,10.0,25.0,1611.333333,David_Crowder_Brassica_napus_USA_2013,7.916666667,0.265806586,778.0833333,71.0,267.3333333,0.714130308,2.63411463,66.286271905,21.44559422,0.0,3.4333683319999997,4.3812198,1.8194311105,Brassica napus,conventional,2013,-2.0149030205422647,DavidCrowder
82.0,122.0,37.0,6955.0,279.0,-49.0,328.0,1.0,171.0,173.0,-4.0,545.0,72.0,18.0,38.0,210.0,67.0,80.0,193.0,8.0,172.0,411.5833333,100.0,1.174119951,0.043430555,778.0,0.340143359,122.030303,0.718776762,4.909591613,377.030303,-122.6666667,338.3636364,1041.30303,1.916666667,pcfs2,940.9166667,2.0,22.0,151.0,67.0,17.0,25.0,1615.833333,David_Crowder_Brassica_napus_USA_2013,9.25,0.171342239,770.25,66.5,263.5,0.697847722,2.315113211,57.20705651,24.835183815,0.0,2.673388556,3.5124682115,9.456789696000001,Brassica napus,conventional,2013,-2.0149030205422647,DavidCrowder
98.0,135.0,38.0,7256.0,305.0,-42.0,347.0,11.0,188.0,193.0,7.0,394.0,55.0,13.0,39.0,153.0,48.0,56.0,141.0,8.0,173.0,606.5833333,670.8203932,0.782808764,0.029538818,493.0,0.514276858,89.70967742,0.369048655,2.962193357,276.6451613,-165.5,364.6774194,1120.0,1.083333333,stub3,434.25,2.0,15.0,144.0,68.0,22.0,24.0,1618.416667,David_Crowder_Brassica_napus_USA_2013,5.25,0.156460315,803.3333333,84.08333333,275.4166667,0.779086788,3.0993424285,75.733645345,19.191133825,0.0,1.0260392385,0.062188299,0.887650864,Brassica napus,conventional,2013,-2.3025850929940455,DavidCrowder
97.0,136.0,39.0,7296.0,305.0,-43.0,348.0,9.0,188.0,193.0,5.0,387.0,55.0,12.0,39.0,152.0,46.0,54.0,140.0,8.0,185.0,634.25,412.3105626,0.75055351,0.026283505,503.0,0.565348845,88.1,0.422038704,2.597759496,271.0,-170.0,382.6333333,1174.633333,1.0,stub7,382.9166667,2.0,13.0,140.0,69.0,18.0,22.0,1621.25,David_Crowder_Brassica_napus_USA_2013,4.916666667,0.148641229,810.5,86.25,275.9166667,0.7846771545,4.96125741,65.565906915,27.661317079999996,0.0,1.446483089,0.24193055600000002,0.123104951,Brassica napus,conventional,2013,-2.70805020110221,DavidCrowder
84.0,123.0,37.0,6919.0,280.0,-49.0,329.0,2.0,171.0,173.0,-3.0,538.0,71.0,18.0,38.0,206.0,67.0,79.0,191.0,8.0,184.0,401.8333333,223.6067977,1.011701151,0.032013877,724.0,0.459238368,130.0,0.587727666,3.634760671,400.1428571,-115.25,377.1428571,1158.5,2.0,clar2,966.6666667,2.0,24.0,145.0,67.0,14.0,27.0,1611.083333,David_Crowder_Brassica_napus_USA_2013,9.833333333,0.210331813,771.8333333,66.08333333,263.9166667,0.6975538445,1.8782256155000001,79.98334862,13.644392750000002,0.0,1.9621678745,2.039187906,0.491464903,Brassica napus,conventional,2013,-3.4011973816621555,DavidCrowder
87.0,128.0,38.0,6919.0,284.0,-47.0,331.0,5.0,174.0,178.0,1.0,491.0,67.0,16.0,39.0,190.0,60.0,71.0,176.0,8.0,132.0,488.9166667,565.6854249,0.988589583,0.032971726,706.0,0.436140521,149.8076923,0.578226626,3.620150424,460.5384615,-191.9166667,382.0,1173.346154,1.25,conr1,697.75,3.0,22.0,141.0,68.0,14.0,24.0,1614.25,David_Crowder_Brassica_napus_USA_2013,7.5,0.252996415,778.1666667,73.16666667,268.0,0.7322515140000001,1.492672599,74.465351365,18.052793075,0.0,2.9820004075,2.891619033,0.115563519,Brassica napus,conventional,2013,-1.2039728043259361,DavidCrowder
81.0,124.0,37.0,7028.0,279.0,-54.0,333.0,-1.0,171.0,173.0,-6.0,549.0,66.0,20.0,32.0,197.0,74.0,87.0,180.0,8.0,185.0,399.4166667,0.0,0.866274029,0.028345629,815.0,0.573746028,116.1071429,0.605419755,2.933260428,359.1428571,-116.8333333,353.5357143,1088.642857,1.583333333,druf1,879.25,4.0,24.0,147.0,67.0,19.0,24.0,1633.5,David_Crowder_Brassica_napus_USA_2013,8.916666667,0.154326856,749.0,67.41666667,258.25,0.7121081625,1.567117449,76.886232975,17.439699660000002,0.0,1.366991256,1.37451037,1.3599154095000001,Brassica napus,conventional,2013,-3.4011973816621555,DavidCrowder
88.0,126.0,38.0,6921.0,283.0,-46.0,329.0,6.0,175.0,178.0,1.0,507.0,68.0,17.0,37.0,194.0,63.0,75.0,180.0,8.0,179.0,440.5833333,0.0,0.919225455,0.027807447,664.0,0.554682686,104.5882353,0.598250866,2.976559622,322.0294118,-148.25,355.6764706,1093.5,1.5,hinn2,831.0,4.0,22.0,143.0,68.0,13.0,26.0,1613.75,David_Crowder_Brassica_napus_USA_2013,8.333333333,0.31990543,776.5,68.33333333,264.9166667,0.714180291,1.481405243,52.8148161,34.54225909,0.0,4.5168894725,5.2172733655000005,1.4273567305,Brassica napus,conventional,2013,-2.3025850929940455,DavidCrowder
80.0,124.0,37.0,7034.0,279.0,-55.0,334.0,-2.0,170.0,171.0,-7.0,586.0,72.0,21.0,34.0,214.0,77.0,91.0,195.0,8.0,172.0,360.3333333,500.0,0.889095777,0.02350494,833.0,0.581241982,90.5,0.668486238,2.748007187,278.4545455,-97.41666667,383.2727273,1177.5,3.166666667,jens1,1049.833333,3.0,24.0,143.0,64.0,12.0,27.0,1627.833333,David_Crowder_Brassica_napus_USA_2013,10.83333333,0.163362935,752.9166667,65.75,256.25,0.6548463115000001,0.8790022485,76.37492058999999,19.18753729,0.0,1.6686941690000001,1.1119704819999998,0.7778752195,Brassica napus,conventional,2013,-3.4011973816621555,DavidCrowder
78.0,126.0,37.0,7060.0,278.0,-59.0,337.0,-5.0,168.0,170.0,-10.0,621.0,75.0,23.0,32.0,223.0,84.0,98.0,204.0,8.0,165.0,330.3333333,100.0,0.780148193,0.02185814,850.0,0.589289211,136.6538462,0.666673005,2.483580593,419.4230769,-68.33333333,415.8461538,1276.538462,3.25,odbe1,1186.25,3.0,22.0,141.0,71.0,10.0,27.0,1630.833333,David_Crowder_Brassica_napus_USA_2013,12.08333333,0.135972887,753.1666667,65.16666667,250.5,0.6674536824999999,0.7694316375,72.54593976000001,22.01170697,0.0,2.3809870545000003,2.162512908,0.1284370545,Brassica napus,conventional,2013,-2.70805020110221,DavidCrowder
81.0,125.0,37.0,7074.0,280.0,-56.0,336.0,-3.0,170.0,172.0,-8.0,589.0,71.0,22.0,31.0,210.0,80.0,94.0,191.0,8.0,174.0,340.3333333,360.5551275,0.988354546,0.028749049,855.0,0.484458276,153.2307692,0.64437598,3.359793626,470.1538462,-69.41666667,426.1538462,1307.769231,3.5,UIK,1143.416667,3.0,24.0,147.0,68.0,10.0,24.0,1630.166667,David_Crowder_Brassica_napus_USA_2013,11.83333333,0.135120332,751.6666667,65.41666667,253.6666667,0.6673834935,1.1523766545,74.45741079999999,18.481615814999998,0.0,1.717659528,1.1947347265000001,2.99620248,Brassica napus,conventional,2013,-3.4011973816621555,DavidCrowder
81.0,125.0,37.0,7026.0,281.0,-55.0,336.0,-2.0,170.0,172.0,-7.0,614.0,77.0,22.0,35.0,228.0,79.0,92.0,208.0,8.0,173.0,327.6666667,0.0,1.027170545,0.036489748,790.0,0.469133241,108.6764706,0.635577321,3.7448445,336.0294118,-72.16666667,359.2941176,1105.294118,5.166666667,UIP,1249.25,3.0,23.0,142.0,66.0,8.0,26.0,1616.75,David_Crowder_Brassica_napus_USA_2013,12.5,0.122077577,759.5833333,66.33333333,255.4166667,0.660158433,2.782717134,40.72647999,35.354508370000005,0.0,3.3547420475000003,8.664743959499999,9.116808498000001,Brassica napus,conventional,2013,-2.70805020110221,DavidCrowder
86.0,124.0,37.0,6945.0,282.0,-47.0,329.0,4.0,173.0,177.0,-1.0,514.0,68.0,17.0,38.0,197.0,64.0,75.0,182.0,8.0,166.0,440.9166667,412.3105626,0.818536678,0.024126671,719.0,0.619277561,112.4642857,0.621907175,2.539200906,345.9642857,-148.4166667,399.75,1228.285714,1.5,winf1,822.5833333,3.0,24.0,141.0,67.0,11.0,26.0,1617.916667,David_Crowder_Brassica_napus_USA_2013,8.416666667,0.147153869,773.5833333,68.08333333,265.1666667,0.7142998885,0.611324942,75.96930849,17.545186465,0.0,2.3267647824999997,1.800550991,1.7468643265,Brassica napus,conventional,2013,-3.4011973816621555,DavidCrowder
137.0,97.0,80.0,366.0,198.0,77.0,121.0,136.0,132.0,142.0,132.0,1092.0,162.0,40.0,48.0,386.0,151.0,328.0,151.0,1.0,250.0,112.6666667,0.0,3.293911029,0.408594313,2691.0,0.058206892,218.1538462,0.400714099,7.471057067,684.8076923,1.916666667,344.9230769,1083.076923,6.0,CASTELLANOS,823.8333333,10.0,34.0,107.0,54.0,34.0,39.0,1880.083333,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,0.0,0.463497132,1348.333333,40.41666667,105.9166667,0.2985100425,0.10528345250000001,9.1242268585,39.394205279999994,0.0,20.269495024999998,30.761735299999998,0.34468330950000003,Vaccinium meridionale,organic,2013,-1.742969305058623,GuiomarNates
139.0,98.0,81.0,381.0,200.0,80.0,120.0,137.0,134.0,144.0,134.0,1183.0,175.0,41.0,49.0,424.0,155.0,414.0,155.0,1.0,253.0,87.0,0.0,3.27491823,0.385326142,2625.0,0.083436928,223.6071429,0.352768719,7.465270113,701.5,62.5,336.6785714,1056.0,9.5,GONZALEZ,871.5,10.0,31.0,92.0,53.0,35.0,40.0,1889.333333,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,0.0,0.44042474,1330.916667,39.75,106.9166667,0.2798960465,0.1957091275,17.864714550000002,40.8430776,0.0,17.96789145,22.910433724999997,0.217827376,Vaccinium meridionale,organic,2013,-0.32158362412746233,GuiomarNates
126.0,95.0,79.0,380.0,186.0,67.0,119.0,125.0,126.0,131.0,121.0,1071.0,159.0,38.0,46.0,377.0,162.0,310.0,165.0,1.0,253.0,87.0,0.0,3.292689231,0.368157163,2829.0,0.098388439,294.6818182,0.293954521,7.408942465,927.9545455,62.5,387.6818182,1221.090909,9.5,JIMENEZ,871.5,10.0,34.0,110.0,52.0,35.0,39.0,1889.333333,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,0.0,0.407649159,1330.916667,39.75,106.9166667,0.27989541399999995,0.154104354,7.710441540500001,44.994564145,0.0,20.80800916,26.112217165,0.220663635,Vaccinium meridionale,organic,2013,-0.1479201300766222,GuiomarNates
128.0,95.0,79.0,347.0,188.0,69.0,119.0,127.0,124.0,133.0,124.0,1202.0,180.0,44.0,47.0,427.0,173.0,350.0,173.0,1.0,241.0,78.75,0.0,3.390722708,0.401379251,2806.0,0.07214636,315.1034483,0.403670996,7.550986663,985.3793103,111.8333333,407.862069,1275.896552,15.83333333,PENA,889.0,11.0,30.0,97.0,49.0,37.0,40.0,1919.333333,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,0.0,0.445735782,1273.333333,36.58333333,109.75,0.2712210875,0.241204798,19.19319908,41.048975005,0.0,17.60616744,21.7617203,0.1487333755,Vaccinium meridionale,organic,2013,-2.3025850929940455,GuiomarNates
119.0,93.0,78.0,411.0,178.0,60.0,118.0,119.0,119.0,124.0,114.0,963.0,138.0,31.0,42.0,327.0,130.0,317.0,189.0,1.0,253.0,131.4166667,0.0,3.171441527,0.385602617,2834.0,0.077513991,239.9473684,0.347239584,7.337444937,756.1578947,10.58333333,373.5789474,1178.947368,3.833333333,SIERRA,698.0,9.0,27.0,102.0,52.0,38.0,38.0,1878.416667,Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,0.0,0.527436137,1245.0,36.08333333,110.25,0.1526768775,0.044775273,9.626620154,41.624765005,0.0,22.185512075,26.375547214999997,0.1427805145,Vaccinium meridionale,organic,2013,-1.0861897686695525,GuiomarNates
194.0,116.0,72.0,1232.0,270.0,110.0,160.0,203.0,181.0,204.0,175.0,1032.0,150.0,36.0,42.0,393.0,132.0,325.0,160.0,7.0,239.0,468.5833333,0.0,1.947630935,0.078767922,1129.0,0.594664289,223.8,0.167121008,5.881732849,698.7,-486.0,533.4,1654.133333,6.75,C02,152.0833333,4.0,39.0,108.0,51.0,46.0,38.0,1910.916667,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.30068633,1761.583333,71.91666667,240.0833333,0.637774601,2.4361569165,3.987024514,33.725873655,0.0,23.8528388,35.912035255,0.085610221,Coffea arabica,conventional,2013,-3.6888794541139363,JulianaHipolito
200.0,117.0,72.0,1216.0,277.0,116.0,161.0,209.0,187.0,210.0,181.0,940.0,151.0,27.0,52.0,391.0,94.0,319.0,109.0,7.0,245.0,541.25,0.0,1.900546906,0.078347974,1067.0,0.579155617,214.25,0.308211744,5.818827492,666.9722222,-506.4166667,529.6111111,1638.027778,5.75,C07,156.75,3.0,41.0,108.0,52.0,42.0,29.0,1920.5,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.275723308,1788.0,77.08333333,237.8333333,0.6305147865,1.856825347,8.6653364955,36.978924475,0.0,27.62087606,23.656815729999998,1.092258316,Coffea arabica,conventional,2013,-2.0794415416798357,JulianaHipolito
197.0,117.0,72.0,1218.0,274.0,113.0,161.0,206.0,184.0,207.0,178.0,941.0,148.0,28.0,50.0,386.0,99.0,354.0,116.0,2.0,247.0,535.5,0.0,1.906955606,0.103093279,1095.0,0.602049384,199.2777778,0.531540811,7.144431314,621.1944444,-505.5,522.4444444,1615.861111,5.75,C08,165.0,3.0,34.0,114.0,55.0,48.0,27.0,1927.0,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.158477381,1758.833333,76.33333333,240.4166667,0.6048727455,1.7453880685,14.658667144999999,38.476043525,0.0,26.8990882,17.038667015,1.0443030595,Coffea arabica,conventional,2013,-2.5902671654458267,JulianaHipolito
197.0,116.0,72.0,1265.0,273.0,113.0,160.0,206.0,184.0,207.0,177.0,967.0,149.0,32.0,48.0,388.0,108.0,320.0,127.0,7.0,246.0,495.5833333,0.0,2.16957979,0.096431061,1093.0,0.438002426,265.6060606,0.261261761,6.540108222,826.5757576,-504.0,562.8787879,1742.121212,6.083333333,C09,158.25,6.0,38.0,110.0,51.0,43.0,36.0,1912.0,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.239426911,1762.75,73.91666667,239.75,0.630513972,1.5278582900000002,4.177817859,30.10685618,0.0,30.4445201,33.42625141,0.2143997845,Coffea arabica,conventional,2013,-2.0794415416798357,JulianaHipolito
201.0,118.0,71.0,1250.0,280.0,116.0,164.0,210.0,188.0,211.0,181.0,792.0,145.0,12.0,67.0,360.0,46.0,332.0,51.0,7.0,248.0,651.9166667,0.0,1.989583431,0.083064487,1070.0,0.618385725,236.9142857,0.236625955,5.877503271,724.9714286,-540.25,557.4,1704.857143,4.25,C14,180.8333333,4.0,37.0,114.0,50.0,45.0,26.0,1933.166667,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.203823045,1798.75,83.5,235.9166667,0.63033911,1.652143223,3.537180984,41.076235735,0.0,33.11711039,20.4772067,0.1109353145,Coffea arabica,conventional,2013,-2.3025850929940455,JulianaHipolito
201.0,117.0,72.0,1217.0,279.0,118.0,161.0,210.0,189.0,211.0,182.0,903.0,156.0,18.0,61.0,398.0,68.0,364.0,75.0,2.0,249.0,609.0833333,0.0,1.848859567,0.079038471,1015.0,0.610176372,220.5588235,0.108774111,5.591880184,685.4117647,-537.0833333,531.0882353,1641.558824,6.333333333,C17,180.0,4.0,34.0,112.0,54.0,46.0,33.0,1928.416667,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.249162272,1814.583333,81.91666667,234.9166667,0.624883743,2.0815576125,10.345678775,38.477109175,0.0,27.44580126,20.549631249999997,0.959834268,Coffea arabica,conventional,2013,-2.5902671654458267,JulianaHipolito
200.0,117.0,72.0,1204.0,278.0,116.0,162.0,208.0,187.0,210.0,181.0,899.0,153.0,19.0,60.0,392.0,71.0,359.0,80.0,2.0,251.0,546.75,100.0,1.953551404,0.116221576,1045.0,0.585127798,209.8611111,0.119820744,7.029595374,652.1666667,-526.75,527.0,1627.75,6.25,C18,179.5833333,4.0,34.0,111.0,54.0,46.0,29.0,1928.333333,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.290811628,1743.333333,74.83333333,242.5,0.602358483,2.714024777,15.977965509499999,35.552705455,0.0,25.39103934,19.77472039,0.1608521865,Coffea arabica,conventional,2013,-3.6888794541139363,JulianaHipolito
196.0,116.0,72.0,1266.0,273.0,112.0,161.0,205.0,183.0,206.0,176.0,926.0,147.0,27.0,50.0,380.0,96.0,348.0,113.0,2.0,250.0,567.0,0.0,1.91494577,0.076436582,1133.0,0.605782541,218.1842105,0.112014465,5.7690923,678.1315789,-512.9166667,534.3421053,1650.394737,5.416666667,C19,156.25,5.0,44.0,105.0,53.0,37.0,39.0,1922.333333,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.352502227,1785.916667,76.33333333,237.75,0.6191632425,1.6040471840000001,2.766156285,28.87306685,0.0,25.654186834999997,41.011308055,0.0562808265,Coffea arabica,conventional,2013,-3.6888794541139363,JulianaHipolito
189.0,116.0,71.0,1261.0,266.0,104.0,162.0,198.0,176.0,199.0,169.0,1010.0,148.0,33.0,44.0,398.0,123.0,323.0,150.0,2.0,246.0,497.4166667,0.0,1.557729753,0.056802436,1232.0,0.773835496,165.2285714,0.24138172,4.691821061,513.9142857,-487.25,524.1714286,1619.628571,6.333333333,O01,180.75,6.0,31.0,99.0,50.0,55.0,27.0,1934.916667,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.240527943,1662.5,71.91666667,252.6666667,0.654264353,3.6802146755000003,8.2983748295,40.18750462,0.0,26.46688416,20.499837,0.8580266754999999,Coffea arabica,organic,2013,-2.995732273553991,JulianaHipolito
193.0,115.0,71.0,1268.0,269.0,109.0,160.0,202.0,179.0,203.0,173.0,1051.0,150.0,38.0,41.0,396.0,137.0,331.0,165.0,7.0,251.0,460.25,0.0,2.040036827,0.084341146,1154.0,0.535651023,224.1515152,0.351585329,6.110835923,698.2424242,-488.0,542.3333333,1678.909091,6.75,O03,156.3333333,4.0,38.0,103.0,49.0,43.0,34.0,1913.416667,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.334444046,1754.0,71.25,240.8333333,0.64054765,2.3502549564999997,1.9011241405,30.504455965,0.0,21.97741009,42.164862895,1.101830711,Coffea arabica,organic,2013,-2.995732273553991,JulianaHipolito
194.0,115.0,71.0,1264.0,270.0,110.0,160.0,204.0,181.0,204.0,174.0,1033.0,150.0,36.0,42.0,395.0,130.0,329.0,157.0,7.0,250.0,486.3333333,0.0,2.149503861,0.090766197,1177.0,0.479272978,256.4411765,0.272750616,6.419806196,797.3823529,-494.0,543.4705882,1682.176471,6.083333333,O04,154.1666667,4.0,38.0,113.0,50.0,44.0,36.0,1909.666667,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.308167756,1781.75,73.66666667,238.25,0.6407688005000001,2.2513614310000003,4.902857174,30.61494615,0.0,24.242629875,37.428646025,0.559559348,Coffea arabica,organic,2013,-3.6888794541139363,JulianaHipolito
192.0,115.0,72.0,1246.0,268.0,109.0,159.0,200.0,179.0,202.0,172.0,1029.0,148.0,37.0,42.0,392.0,132.0,328.0,158.0,7.0,248.0,511.0833333,0.0,1.964970992,0.079517804,1173.0,0.587343368,222.7837838,0.178545684,5.944520008,692.027027,-500.75,532.9459459,1647.459459,6.083333333,O06,159.8333333,4.0,40.0,106.0,52.0,41.0,38.0,1919.083333,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.217363715,1766.333333,75.16666667,239.4166667,0.6405069985,1.4330428895,5.051820602499999,28.97678325,0.0,22.974644515,41.47359414,0.089553344,Coffea arabica,organic,2013,-2.995732273553991,JulianaHipolito
197.0,117.0,72.0,1273.0,274.0,112.0,162.0,207.0,183.0,208.0,177.0,979.0,150.0,33.0,47.0,392.0,111.0,322.0,131.0,7.0,239.0,511.0833333,0.0,1.587893238,0.078963046,1056.0,0.788504706,159.4871795,0.177467108,5.722421764,495.8717949,-500.75,503.7435897,1555.948718,6.083333333,O08,159.8333333,3.0,42.0,100.0,54.0,42.0,37.0,1919.083333,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.354885101,1766.333333,75.16666667,239.4166667,0.606847334,2.209242745,5.892466112,39.08709275,0.0,26.84319241,25.917590660000002,0.043665547,Coffea arabica,organic,2013,-3.6888794541139363,JulianaHipolito
196.0,116.0,72.0,1295.0,272.0,111.0,161.0,205.0,182.0,206.0,175.0,999.0,150.0,34.0,45.0,392.0,118.0,325.0,141.0,7.0,249.0,506.5,0.0,1.97178726,0.101178487,1100.0,0.661246334,209.5,0.304440469,7.118720527,651.0555556,-498.4166667,531.4166667,1642.972222,6.083333333,O09,153.3333333,3.0,40.0,106.0,50.0,47.0,35.0,1913.083333,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.206177503,1793.833333,75.5,237.0,0.64063945,2.0945027190000003,4.5626459435,31.21811422,0.0,26.843886065,34.598150785,0.679921107,Coffea arabica,organic,2013,-2.5902671654458267,JulianaHipolito
196.0,115.0,71.0,1274.0,272.0,112.0,160.0,206.0,183.0,207.0,176.0,995.0,150.0,34.0,45.0,390.0,117.0,324.0,139.0,7.0,253.0,506.5,0.0,2.068819487,0.106133608,1080.0,0.625391351,202.1470588,0.197046056,7.269285191,629.9117647,-498.4166667,525.5,1626.029412,6.083333333,O12,153.3333333,4.0,33.0,105.0,50.0,50.0,37.0,1913.083333,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.488260746,1793.833333,75.5,237.0,0.6406390909999999,3.448883485,2.1980325545,38.05439252,0.0,25.63314217,30.503145335,0.16240394,Coffea arabica,organic,2013,-2.995732273553991,JulianaHipolito
198.0,115.0,72.0,1248.0,274.0,115.0,159.0,207.0,184.0,208.0,178.0,971.0,151.0,32.0,48.0,389.0,108.0,321.0,127.0,7.0,251.0,495.5833333,0.0,1.906445949,0.075610846,1074.0,0.628532806,205.1666667,0.182990178,5.688614423,638.1388889,-504.0,540.4444444,1670.305556,6.083333333,O14,158.25,3.0,36.0,110.0,53.0,46.0,29.0,1912.0,Juliana_Hipolito_Coffea_arabica_Brazil_2013,0.0,0.523050666,1762.75,73.91666667,239.75,0.6305138745000001,3.2041781680000003,2.8113972560000002,39.621387155,0.0,24.825372,29.431676735,0.059817998,Coffea arabica,organic,2013,-3.6888794541139363,JulianaHipolito
